Number,Location,Site,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,Genspe,MaxSizeTL,Diet,Schooling,Movimentation,sstmean
88,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,88,UAE18088,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.2,18.2,0.065,UAE18088_ENNEVENT_15.2,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
89,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,89,UAE18089,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.1,23.4,0.146,UAE18089_ENNEVENT_19.1,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
90,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,90,UAE18090,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,20.1,24.6,0.155,UAE18090_ENNEVENT_20.1,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
91,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,91,UAE18091,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,20.6,0.088,UAE18091_ENNEVENT_16.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
92,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,92,UAE18092,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.5,17.8,0.069,UAE18092_ENNEVENT_15.5,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
93,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,93,UAE18093,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.9,18.9,0.08,UAE18093_ENNEVENT_15.9,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
94,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,94,UAE18094,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.7,18.3,0.065,UAE18094_ENNEVENT_14.7,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
95,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,95,UAE18095,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.5,20.8,0.096,UAE18095_ENNEVENT_16.5,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
96,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,96,UAE18096,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.1,18.5,0.067,UAE18096_ENNEVENT_15.1,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
97,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,97,UAE18097,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.5,24.1,0.137,UAE18097_ENNEVENT_19.5,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
98,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,98,UAE18098,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.4,22.9,0.127,UAE18098_ENNEVENT_19.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
99,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,99,UAE18099,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.2,18.3,0.053,UAE18099_ENNEVENT_15.2,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
100,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,100,UAE18100,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.4,23.4,0.146,UAE18100_ENNEVENT_19.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
101,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,101,UAE18101,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.4,18.3,0.069,UAE18101_ENNEVENT_15.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
102,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,102,UAE18102,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,19.7,0.077,UAE18102_ENNEVENT_16.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
103,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,103,UAE18103,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.3,19.8,0.072,UAE18103_ENNEVENT_15.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
104,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,104,UAE18104,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16,21,0.078,UAE18104_ENNEVENT_16,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
105,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,105,UAE18105,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16,18.9,0.078,UAE18105_ENNEVENT_16,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
106,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,106,UAE18106,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.2,17.5,0.054,UAE18106_ENNEVENT_14.2,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
107,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,107,UAE18107,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,18,0.049,UAE18107_ENNEVENT_14.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
108,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,108,UAE18108,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.8,19,0.072,UAE18108_ENNEVENT_14.8,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
109,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,109,UAE18109,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.4,0.056,UAE18109_ENNEVENT_14.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
110,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,110,UAE18110,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.5,18.3,0.058,UAE18110_ENNEVENT_15.5,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
111,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,111,UAE18111,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.4,0.13,UAE18111_ENNEVENT_18.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
112,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,112,UAE18112,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.3,0.06,UAE18112_ENNEVENT_14.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
113,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,113,UAE18113,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,23.2,0.096,UAE18113_ENNEVENT_18.8,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
114,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,114,UAE18114,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,21.1,0.105,UAE18114_ENNEVENT_16.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
115,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,115,UAE18115,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.5,15.5,0.038,UAE18115_ENNEVENT_12.5,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
116,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,116,UAE18116,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.4,18.7,0.072,UAE18116_ENNEVENT_15.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
117,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,117,UAE18117,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.6,15.7,0.034,UAE18117_ENNEVENT_12.6,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
118,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,118,UAE18118,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.7,18.8,0.073,UAE18118_ENNEVENT_15.7,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
119,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,119,UAE18119,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.8,22.8,0.136,UAE18119_ENNEVENT_19.8,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
120,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,120,UAE18120,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.9,0.059,UAE18120_ENNEVENT_14.3,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
121,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,121,UAE18121,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.1,16.2,0.038,UAE18121_ENNEVENT_13.1,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
122,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,122,UAE18122,Gobiidae,Coryogalops,anomalus,CORYANOM,9.2,10.8,0.01,UAE18122_CORYANOM_9.2,24.36375,54.10164,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
123,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,123,UAE18123,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,10.4,13.4,0.02,UAE18123_ENNEVENT_10.4,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
124,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,124,UAE18124,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,11.2,14,0.024,UAE18124_ENNEVENT_11.2,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
125,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,125,UAE18125,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,8.8,12,0.011,UAE18125_ENNEVENT_8.8,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
126,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,126,UAE18126,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,9.9,11.6,0.013,UAE18126_ENNEVENT_9.9,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
127,AG,Dhabiya,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,127,UAE18127,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,9.1,11.9,0.011,UAE18127_ENNEVENT_9.1,24.36375,54.10164,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
128,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,128,UAE18128,Batrachoididae,Colletteichthys,occidentalis,COLLSPA,122.9,149.5,57.4,UAE18128_COLLSPA_122.9,24.36197,54.09936,No tissue,Col. occidentalis,14.8,InvMob,Solitr,BnthDw,27.85
129,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,129,UAE18129,Bythitidae,Dinematichthys,iluocoeteoides,DINEILUO,80.6,87.1,7.695,UAE18129_DINEILUO_80.6,24.36197,54.09936,Comm,Din. iluocoeteoides,12,InvMob,Pairng,BnthDw,27.85
130,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,130,UAE18130,Pseudochromidae,Pseudochromis,persicus,PSEUPERS,65.9,70.9,4.774,UAE18130_PSEUPERS_65.9,24.36197,54.09936,Comm,Pse. persicus,15.4,FisCep,Solitr,BnthDw,27.85
131,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,131,UAE18131,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,37.1,44.7,2.422,UAE18131_POMAMACU_37.1,24.36197,54.09936,Comm,Pom. maculosus,50,Omnivr,Pairng,BnthDw,27.85
132,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,132,UAE18132,Gobiidae,Coryogalops,anomalus,CORYANOM,23.2,29,0.293,UAE18132_CORYANOM_23.2,24.36197,54.09936,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
133,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,133,UAE18133,Gobiidae,Coryogalops,anomalus,CORYANOM,18.8,24.5,0.146,UAE18133_CORYANOM_18.8,24.36197,54.09936,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
134,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,134,UAE18134,Apogonidae,Fowleria,variegata,FOWLVARI,22.1,27.8,0.4,UAE18134_FOWLVARI_22.1,24.36197,54.09936,Vial,Fow. variegata,8,InvMob,Solitr,BnthDw,27.85
135,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,135,UAE18135,Gobiidae,Coryogalops,anomalus,CORYANOM,25,29.5,0.246,UAE18135_CORYANOM_25,24.36197,54.09936,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
136,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,136,UAE18136,Gobiidae,Coryogalops,anomalus,CORYANOM,22.9,27.8,0.271,UAE18136_CORYANOM_22.9,24.36197,54.09936,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
137,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,137,UAE18137,Gobiidae,Favonigobius,melanobranchus,FAVOMELA,25.5,28.4,0.248,UAE18137_FAVOMELA_25.5,24.36197,54.09936,Vial,Fav. melanobranchus,8.3,InvMob,Solitr,BnthDw,27.85
138,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,138,UAE18138,Gobiidae,Coryogalops,anomalus,CORYANOM,17.9,22.8,0.114,UAE18138_CORYANOM_17.9,24.36197,54.09936,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
139,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,139,UAE18139,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.4,22.6,0.131,UAE18139_ENNEVENT_19.4,24.36197,54.09936,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
140,AG,Dhabiya,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,140,UAE18140,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.7,23.2,0.143,UAE18140_ENNEVENT_18.7,24.36197,54.09936,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
141,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,141,UAE18141,Blenniidae,Ecsenius,pulcher,ECSEPULC,36.3,46,0.796,UAE18141_ECSEPULC_36.3,24.84762,54.69013,Comm-BYCATCH,Ecs. pulcher,11,HerDet,Solitr,BnthDw,27.85
142,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,142,UAE18142,Blenniidae,Ecsenius,pulcher,ECSEPULC,31.5,39.2,0.549,UAE18142_ECSEPULC_31.5,24.84762,54.69013,Comm-BYCATCH,Ecs. pulcher,11,HerDet,Solitr,BnthDw,27.85
143,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,143,UAE18143,Pseudochromidae,Pseudochromis,nigrovittatus,PSEUNIGR,35.6,43,0.792,UAE18143_PSEUNIGR_35.6,24.84762,54.69013,Comm,Pse. nigrovittatus,9,FisCep,Solitr,BnthDw,27.85
144,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,144,UAE18144,Pseudochromidae,Pseudochromis,nigrovittatus,PSEUNIGR,25.1,30.8,0.325,UAE18144_PSEUNIGR_25.1,24.84762,54.69013,Comm,Pse. nigrovittatus,9,FisCep,Solitr,BnthDw,27.85
145,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,145,UAE18145,Blenniidae,Ecsenius,pulcher,ECSEPULC,31.9,39.7,0.509,UAE18145_ECSEPULC_31.9,24.84762,54.69013,Comm,Ecs. pulcher,11,HerDet,Solitr,BnthDw,27.85
146,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,146,UAE18146,Blenniidae,Ecsenius,pulcher,ECSEPULC,29.9,35.4,0.482,UAE18146_ECSEPULC_29.9,24.84762,54.69013,Vial,Ecs. pulcher,11,HerDet,Solitr,BnthDw,27.85
147,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,147,UAE18147,Blenniidae,Ecsenius,pulcher,ECSEPULC,25.4,30.6,0.314,UAE18147_ECSEPULC_25.4,24.84762,54.69013,UAE-jar,Ecs. pulcher,11,HerDet,Solitr,BnthDw,27.85
148,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,148,UAE18148,Gobiidae,Coryogalops,anomalus,CORYANOM,18.4,23.2,0.14,UAE18148_CORYANOM_18.4,24.84762,54.69013,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
149,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,149,UAE18149,Gobiidae,Coryogalops,anomalus,CORYANOM,18.3,22.7,0.13,UAE18149_CORYANOM_18.3,24.84762,54.69013,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
150,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,150,UAE18150,Apogonidae,Fowleria,variegata,FOWLVARI,52.9,62.9,4.291,UAE18150_FOWLVARI_52.9,24.84762,54.69013,Comm,Fow. variegata,8,InvMob,Solitr,BnthDw,27.85
151,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,151,UAE18151,Apogonidae,Apogon,coccineus,APOGCOCC,40.4,52.2,2.099,UAE18151_APOGCOCC_40.4,24.84762,54.69013,Comm,Apo. coccineus,6,InvMob,Solitr,BnthDw,27.85
152,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,152,UAE18152,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.4,20.3,0.078,UAE18152_ENNEVENT_15.4,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
153,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,153,UAE18153,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21.7,0.091,UAE18153_ENNEVENT_17.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
154,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,154,UAE18154,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.9,19.8,0.069,UAE18154_ENNEVENT_15.9,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
155,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,155,UAE18155,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.6,17.2,0.045,UAE18155_ENNEVENT_13.6,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
156,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,156,UAE18156,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,20.6,0.086,UAE18156_ENNEVENT_16.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
157,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,157,UAE18157,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,20.4,0.08,UAE18157_ENNEVENT_16.3,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
158,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,158,UAE18158,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.6,0.07,UAE18158_ENNEVENT_16.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
159,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,159,UAE18159,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.6,19.1,0.07,UAE18159_ENNEVENT_15.6,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
160,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,160,UAE18160,Gobiidae,Coryogalops,anomalus,CORYANOM,17.9,23,0.14,UAE18160_CORYANOM_17.9,24.84762,54.69013,Vial,Cor. anomalus,5.8,InvMob,Solitr,BnthDw,27.85
161,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,161,UAE18161,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,21.6,0.088,UAE18161_ENNEVENT_17.5,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
162,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,162,UAE18162,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,20.4,0.091,UAE18162_ENNEVENT_16.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
163,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,163,UAE18163,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.5,16.9,0.043,UAE18163_ENNEVENT_13.5,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
164,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,164,UAE18164,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,21.4,0.085,UAE18164_ENNEVENT_16.6,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
165,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,165,UAE18165,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,21.7,0.083,UAE18165_ENNEVENT_17.1,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
166,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,166,UAE18166,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.2,17.2,0.052,UAE18166_ENNEVENT_14.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
167,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,167,UAE18167,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.7,18.2,0.056,UAE18167_ENNEVENT_14.7,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
168,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,168,UAE18168,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.2,18.4,0.065,UAE18168_ENNEVENT_15.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
169,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,169,UAE18169,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.5,0.092,UAE18169_ENNEVENT_16.6,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
170,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,170,UAE18170,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.8,15.5,0.038,UAE18170_ENNEVENT_12.8,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
171,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,171,UAE18171,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.9,17.6,0.039,UAE18171_ENNEVENT_13.9,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
172,AG,RasGhanada,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,172,UAE18172,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.5,0.079,UAE18172_ENNEVENT_16.2,24.84762,54.69013,Vial,Enn. ventermaculus,4,InvMob,Solitr,BnthDw,27.85
