Number,Location,Sitename,Sitenumber,Habitat,Date,Depth,Dimension,Loc_abbrev,ID_number,ID,Family,Genus,Species,Tax,SL,TL,W,Full_ID,Lat,Long,Notes,
111,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,111,UAE18111,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.3,21.4,0.13,UAE18111_ENNEVENT_18.3,24.36375,54.10164,Vial,
112,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,112,UAE18112,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.3,0.06,UAE18112_ENNEVENT_14.3,24.36375,54.10164,Vial,
113,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,113,UAE18113,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.8,23.2,0.096,UAE18113_ENNEVENT_18.8,24.36375,54.10164,Vial,
114,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,114,UAE18114,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,21.1,0.105,UAE18114_ENNEVENT_16.4,24.36375,54.10164,Vial,
115,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,115,UAE18115,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.5,15.5,0.038,UAE18115_ENNEVENT_12.5,24.36375,54.10164,Vial,
116,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,116,UAE18116,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.4,18.7,0.072,UAE18116_ENNEVENT_15.4,24.36375,54.10164,Vial,
117,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,117,UAE18117,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.6,15.7,0.034,UAE18117_ENNEVENT_12.6,24.36375,54.10164,Vial,
118,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,118,UAE18118,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.7,18.8,0.073,UAE18118_ENNEVENT_15.7,24.36375,54.10164,Vial,
119,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,119,UAE18119,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.8,22.8,0.136,UAE18119_ENNEVENT_19.8,24.36375,54.10164,Vial,
120,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,120,UAE18120,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.3,17.9,0.059,UAE18120_ENNEVENT_14.3,24.36375,54.10164,Vial,
121,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,121,UAE18121,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.1,16.2,0.038,UAE18121_ENNEVENT_13.1,24.36375,54.10164,Vial,
122,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,122,UAE18122,Gobiidae,Coryogalops,anomalus,CORYANOM,9.2,10.8,0.01,UAE18122_CORYANOM_9.2,24.36375,54.10164,Vial,
123,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,123,UAE18123,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,10.4,13.4,0.02,UAE18123_ENNEVENT_10.4,24.36375,54.10164,Vial,
124,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,124,UAE18124,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,11.2,14,0.024,UAE18124_ENNEVENT_11.2,24.36375,54.10164,Vial,
125,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,125,UAE18125,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,8.8,12,0.011,UAE18125_ENNEVENT_8.8,24.36375,54.10164,Vial,
126,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,126,UAE18126,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,9.9,11.6,0.013,UAE18126_ENNEVENT_9.9,24.36375,54.10164,Vial,
127,AbuDhabi,DhabiyaII,B4,Patchreef,28/04/18,4.2,305,UAE18,127,UAE18127,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,9.1,11.9,0.011,UAE18127_ENNEVENT_9.1,24.36375,54.10164,Vial,
128,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,128,UAE18128,Batrachoididae,Colletteichthys,spA,COLLSPA,122.9,149.5,57.4,UAE18128_COLLSPA_122.9,24.36197,54.09936,No tissue,
129,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,129,UAE18129,Bythitidae,Dinematichthys,iluocoeteoides,DINEILUO,80.6,87.1,7.695,UAE18129_DINEILUO_80.6,24.36197,54.09936,Comm,
130,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,130,UAE18130,Pseudochromidae,Pseudochromis,persicus,PSEUPERS,65.9,70.9,4.774,UAE18130_PSEUPERS_65.9,24.36197,54.09936,Comm,
131,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,131,UAE18131,Pomacanthidae,Pomacanthus,maculosus,POMAMACU,37.1,44.7,2.422,UAE18131_POMAMACU_37.1,24.36197,54.09936,Comm,
132,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,132,UAE18132,Gobiidae,Coryogalops,anomalus,CORYANOM,23.2,29,0.293,UAE18132_CORYANOM_23.2,24.36197,54.09936,Vial,
133,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,133,UAE18133,Gobiidae,Coryogalops,anomalus,CORYANOM,18.8,24.5,0.146,UAE18133_CORYANOM_18.8,24.36197,54.09936,Vial,
134,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,134,UAE18134,Apogonidae,Fowleria,variegata,FOWLVARI,22.1,27.8,0.4,UAE18134_FOWLVARI_22.1,24.36197,54.09936,Vial,
135,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,135,UAE18135,Gobiidae,Coryogalops,anomalus,CORYANOM,25,29.5,0.246,UAE18135_CORYANOM_25,24.36197,54.09936,Vial,
136,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,136,UAE18136,Gobiidae,Coryogalops,anomalus,CORYANOM,22.9,27.8,0.271,UAE18136_CORYANOM_22.9,24.36197,54.09936,Vial,
137,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,137,UAE18137,Gobiidae,Favonigobius,melanobranchus,FAVOMELA,25.5,28.4,0.248,UAE18137_FAVOMELA_25.5,24.36197,54.09936,Vial,
138,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,138,UAE18138,Gobiidae,Coryogalops,anomalus,CORYANOM,17.9,22.8,0.114,UAE18138_CORYANOM_17.9,24.36197,54.09936,Vial,
139,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,139,UAE18139,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.4,22.6,0.131,UAE18139_ENNEVENT_19.4,24.36197,54.09936,Vial,
140,AbuDhabi,DhabiyaIII,B5,Patchreef,28/04/18,5.3,240,UAE18,140,UAE18140,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,18.7,23.2,0.143,UAE18140_ENNEVENT_18.7,24.36197,54.09936,Vial,
141,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,141,UAE18141,Blenniidae,Ecsenius,pulcher,ECSEPULC,36.3,46,0.796,UAE18141_ECSEPULC_36.3,24.84762,54.69013,Comm-BYCATCH,
142,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,142,UAE18142,Blenniidae,Ecsenius,pulcher,ECSEPULC,31.5,39.2,0.549,UAE18142_ECSEPULC_31.5,24.84762,54.69013,Comm-BYCATCH,
143,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,143,UAE18143,Pseudochromidae,Pseudochromis,nigrovittatus,PSEUNIGR,35.6,43,0.792,UAE18143_PSEUNIGR_35.6,24.84762,54.69013,Comm,
144,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,144,UAE18144,Pseudochromidae,Pseudochromis,nigrovittatus,PSEUNIGR,25.1,30.8,0.325,UAE18144_PSEUNIGR_25.1,24.84762,54.69013,Comm,
145,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,145,UAE18145,Blenniidae,Ecsenius,pulcher,ECSEPULC,31.9,39.7,0.509,UAE18145_ECSEPULC_31.9,24.84762,54.69013,Comm,
146,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,146,UAE18146,Blenniidae,Ecsenius,pulcher,ECSEPULC,29.9,35.4,0.482,UAE18146_ECSEPULC_29.9,24.84762,54.69013,Vial,
147,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,147,UAE18147,Blenniidae,Ecsenius,pulcher,ECSEPULC,25.4,30.6,0.314,UAE18147_ECSEPULC_25.4,24.84762,54.69013,UAE-jar,
148,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,148,UAE18148,Gobiidae,Coryogalops,anomalus,CORYANOM,18.4,23.2,0.14,UAE18148_CORYANOM_18.4,24.84762,54.69013,Vial,
149,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,149,UAE18149,Gobiidae,Coryogalops,anomalus,CORYANOM,18.3,22.7,0.13,UAE18149_CORYANOM_18.3,24.84762,54.69013,Vial,
150,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,150,UAE18150,Apogonidae,Fowleria,variegata,FOWLVARI,52.9,62.9,4.291,UAE18150_FOWLVARI_52.9,24.84762,54.69013,Comm,
151,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,151,UAE18151,Apogonidae,Apogon,coccineus,APOGCOCC,40.4,52.2,2.099,UAE18151_APOGCOCC_40.4,24.84762,54.69013,Comm,
152,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,152,UAE18152,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.4,20.3,0.78,UAE18152_ENNEVENT_15.4,24.84762,54.69013,Vial,
153,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,153,UAE18153,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21.7,0.091,UAE18153_ENNEVENT_17.2,24.84762,54.69013,Vial,
154,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,154,UAE18154,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.9,19.8,0.069,UAE18154_ENNEVENT_15.9,24.84762,54.69013,Vial,
155,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,155,UAE18155,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.6,17.2,0.045,UAE18155_ENNEVENT_13.6,24.84762,54.69013,Vial,
156,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,156,UAE18156,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,20.6,0.086,UAE18156_ENNEVENT_16.2,24.84762,54.69013,Vial,
157,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,157,UAE18157,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,20.4,0.08,UAE18157_ENNEVENT_16.3,24.84762,54.69013,Vial,
158,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,158,UAE18158,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.6,0.07,UAE18158_ENNEVENT_16.2,24.84762,54.69013,Vial,
159,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,159,UAE18159,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.6,19.1,0.07,UAE18159_ENNEVENT_15.6,24.84762,54.69013,Vial,
160,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,160,UAE18160,Gobiidae,Coryogalops,anomalus,CORYANOM,17.9,23,0.14,UAE18160_CORYANOM_17.9,24.84762,54.69013,Vial,
161,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,161,UAE18161,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,21.6,0.088,UAE18161_ENNEVENT_17.5,24.84762,54.69013,Vial,
162,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,162,UAE18162,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,20.4,0.091,UAE18162_ENNEVENT_16.2,24.84762,54.69013,Vial,
163,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,163,UAE18163,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.5,16.9,0.043,UAE18163_ENNEVENT_13.5,24.84762,54.69013,Vial,
164,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,164,UAE18164,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,21.4,0.085,UAE18164_ENNEVENT_16.6,24.84762,54.69013,Vial,
165,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,165,UAE18165,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,21.7,0.083,UAE18165_ENNEVENT_17.1,24.84762,54.69013,Vial,
166,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,166,UAE18166,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.2,17.2,0.052,UAE18166_ENNEVENT_14.2,24.84762,54.69013,Vial,
167,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,167,UAE18167,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.7,18.2,0.056,UAE18167_ENNEVENT_14.7,24.84762,54.69013,Vial,
168,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,168,UAE18168,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.2,18.4,0.065,UAE18168_ENNEVENT_15.2,24.84762,54.69013,Vial,
169,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,169,UAE18169,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.6,20.5,0.092,UAE18169_ENNEVENT_16.6,24.84762,54.69013,Vial,
170,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,170,UAE18170,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,12.8,15.5,0.038,UAE18170_ENNEVENT_12.8,24.84762,54.69013,Vial,
171,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,171,UAE18171,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.9,17.6,0.039,UAE18171_ENNEVENT_13.9,24.84762,54.69013,Vial,
172,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,172,UAE18172,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.2,19.5,0.079,UAE18172_ENNEVENT_16.2,24.84762,54.69013,Vial,
173,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,173,UAE18173,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,10.7,13.2,0.021,UAE18173_ENNEVENT_10.7,24.84762,54.69013,Vial,
174,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,174,UAE18174,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.2,17.8,0.048,UAE18174_ENNEVENT_14.2,24.84762,54.69013,Vial,
175,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,175,UAE18175,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.3,20.4,0.087,UAE18175_ENNEVENT_16.3,24.84762,54.69013,Vial,
176,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,176,UAE18176,Pomacentridae,Pomacentrus,trichrourus,POMATRIC,47.7,59.9,4.211,UAE18176_POMATRIC_47.7,24.84762,54.69013,Comm,
177,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,177,UAE18177,Pomacentridae,Pomacentrus,trichrourus,POMATRIC,67.9,73.8,7.33,UAE18177_POMATRIC_67.9,24.84762,54.69013,Comm,
178,AbuDhabi,RasGhanadaI,B6,Patchreef,29/04/18,7.3,265,UAE18,178,UAE18178,Bythitidae,Dinematichthys,iluocoeteoides,DINEILUO,79.9,87.8,7.878,UAE18178_DINEILUO_79.9,24.84762,54.69013,Comm,
179,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,179,UAE18179,Pomacentridae,Pomacentrus,aquilus,POMAAQUI,61.2,79.2,11.773,UAE18179_POMAAQUI_61.2,24.84942,54.69458,Comm,
180,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,180,UAE18180,Pomacentridae,Pomacentrus,aquilus,POMAAQUI,56,70.1,8.617,UAE18180_POMAAQUI_56,24.84942,54.69458,Comm,
181,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,181,UAE18181,Pseudochromidae,Pseudochromis,linda,PSEULIND,58.3,71,5.261,UAE18181_PSEULIND_58.3,24.84942,54.69458,Comm,
182,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,182,UAE18182,Blenniidae,Ecsenius,pulcher,ECSEPULC,63.5,79.6,3.909,UAE18182_ECSEPULC_63.5,24.84942,54.69458,Comm,
183,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,183,UAE18183,Apogonidae,Apogonichthyoides,taeniatus,APOGTAEN,61.8,78.9,8.685,UAE18183_APOGTAEN_61.8,24.84942,54.69458,Comm,
184,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,184,UAE18184,Apogonidae,Fowleria,variegata,FOWLVARI,46.8,58.8,3.85,UAE18184_FOWLVARI_46.8,24.84942,54.69458,SepJar,
185,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,185,UAE18185,Gobiidae,Coryogalops,anomalus,CORYANOM,23.7,30.2,0.29,UAE18185_CORYANOM_23.7,24.84942,54.69458,Vial,
186,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,186,UAE18186,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,21.1,0.094,UAE18186_ENNEVENT_17,24.84942,54.69458,Vial,
187,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,187,UAE18187,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.4,17.1,0.056,UAE18187_ENNEVENT_14.4,24.84942,54.69458,Vial,
188,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,188,UAE18188,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.5,20.4,0.09,UAE18188_ENNEVENT_17.5,24.84942,54.69458,Vial,
189,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,189,UAE18189,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.1,18.5,0.065,UAE18189_ENNEVENT_15.1,24.84942,54.69458,Vial,
190,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,190,UAE18190,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17,21,0.092,UAE18190_ENNEVENT_17,24.84942,54.69458,Vial,
191,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,191,UAE18191,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.1,21.3,0.094,UAE18191_ENNEVENT_17.1,24.84942,54.69458,Vial,
192,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,192,UAE18192,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.4,16.4,0.053,UAE18192_ENNEVENT_14.4,24.84942,54.69458,Vial,
193,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,193,UAE18193,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.2,16.2,0.052,UAE18193_ENNEVENT_14.2,24.84942,54.69458,Vial,
194,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,194,UAE18194,Gobiidae,Coryogalops,anomalus,CORYANOM,18.1,22.2,0.123,UAE18194_CORYANOM_18.1,24.84942,54.69458,Vial,
195,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,195,UAE18195,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,14.6,18.2,0.067,UAE18195_ENNEVENT_14.6,24.84942,54.69458,Vial,
196,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,196,UAE18196,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,21.2,0.089,UAE18196_ENNEVENT_16.4,24.84942,54.69458,Vial,
197,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,197,UAE18197,Gobiidae,Coryogalops,anomalus,CORYANOM,18.3,21.9,0.118,UAE18197_CORYANOM_18.3,24.84942,54.69458,Vial,
198,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,198,UAE18198,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.9,17.6,0.056,UAE18198_ENNEVENT_13.9,24.84942,54.69458,Vial,
199,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,199,UAE18199,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.5,18.8,0.075,UAE18199_ENNEVENT_15.5,24.84942,54.69458,Vial,
200,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,200,UAE18200,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.2,21.7,0.096,UAE18200_ENNEVENT_17.2,24.84942,54.69458,Vial,
201,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,201,UAE18201,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,15.9,19.4,0.073,UAE18201_ENNEVENT_15.9,24.84942,54.69458,Vial,
202,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,202,UAE18202,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16.4,20.4,0.086,UAE18202_ENNEVENT_16.4,24.84942,54.69458,Vial,
203,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,203,UAE18203,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,13.6,16.6,0.048,UAE18203_ENNEVENT_13.6,24.84942,54.69458,Vial,
204,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,204,UAE18204,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,16,19.1,0.071,UAE18204_ENNEVENT_16,24.84942,54.69458,Vial,
205,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,205,UAE18205,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,19.1,23.4,0.124,UAE18205_ENNEVENT_19.1,24.84942,54.69458,Vial,
206,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,206,UAE18206,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,10.4,11.9,0.014,UAE18206_ENNEVENT_10.4,24.84942,54.69458,Vial,
207,AbuDhabi,RasGhanadaII,B7,Patchreef,29/04/18,7.3,280,UAE18,207,UAE18207,Bythitidae,Dinematichthys,iluocoeteoides,DINEILUO,80,90,4.059,UAE18207_DINEILUO_80,24.84942,54.69458,SpecMissing,
208,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,208,UAE18208,Apogonidae,Fowleria,variegata,FOWLVARI,48.8,60.5,3.305,UAE18208_FOWLVARI_48.8,24.845681,54.69289,Comm,
209,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,209,UAE18209,Blenniidae,Ecsenius,pulcher,ECSEPULC,41.7,52.2,1.077,UAE18209_ECSEPULC_41.7,24.845681,54.69289,Comm,
210,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,210,UAE18210,Gobiidae,Coryogalops,anomalus,CORYANOM,27.6,35.2,0.409,UAE18210_CORYANOM_27.6,24.845681,54.69289,Comm,
211,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,211,UAE18211,Gobiidae,Coryogalops,anomalus,CORYANOM,21.1,26.4,0.205,UAE18211_CORYANOM_21.1,24.845681,54.69289,Vial,
212,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,212,UAE18212,Gobiidae,Coryogalops,anomalus,CORYANOM,20.8,25.4,0.198,UAE18212_CORYANOM_20.8,24.845681,54.69289,Vial,
213,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,213,UAE18213,Gobiidae,Coryogalops,anomalus,CORYANOM,21.7,27.8,0.21,UAE18213_CORYANOM_21.7,24.845681,54.69289,Vial,
214,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,214,UAE18214,Gobiidae,Coryogalops,anomalus,CORYANOM,18.4,22.9,0.129,UAE18214_CORYANOM_18.4,24.845681,54.69289,Vial,
215,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,215,UAE18215,Gobiidae,Coryogalops,anomalus,CORYANOM,18.3,23.8,0.127,UAE18215_CORYANOM_18.3,24.845681,54.69289,Vial,
216,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,216,UAE18216,Gobiidae,Coryogalops,anomalus,CORYANOM,18.9,24,0.111,UAE18216_CORYANOM_18.9,24.845681,54.69289,Vial,
217,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,217,UAE18217,Gobiidae,Coryogalops,anomalus,CORYANOM,21.1,26.3,0.186,UAE18217_CORYANOM_21.1,24.845681,54.69289,Vial,
218,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,218,UAE18218,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,10.1,11.9,0.013,UAE18218_ENNEVENT_10.1,24.845681,54.69289,Vial,
219,AbuDhabi,RasGhanadaIII,B8,Patchreef,29/04/18,7.3,250,UAE18,219,UAE18219,Tripterygiidae,Enneapterygius,ventermaculus,ENNEVENT,17.4,21.7,0.111,UAE18219_ENNEVENT_17.4,24.845681,54.69289,Vial,
